experiment,dataset,architecture,source_run_id,n_wires,pad_mode,fm_ent,ql_ent,ql_op,ql_rev,vector_train,vector_valid,vector_test,batch_size,epochs,extra_feats,learning_rate,weight_decay,credit_data_path,credit_pca_components,block_id,seed,model_seed,init_seed,data_seed,split_seed,target_id,role,structural_cell_id,fm_kind,fm_op,reps,depth,feature_angle_scale,defense_structural_role,confirmatory_protocol,source_target_id,training_defense,hamp_gamma,hamp_alpha,dp_target_epsilon,dp_noise_multiplier,dp_max_grad_norm,dp_delta,dp_optimizer,dp_batch_size,dp_epochs,dp_learning_rate,dp_scheduler,dp_loss,dp_protocol,dp_comparison_role
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b04,100264,100264,100264,90264,90264,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b04__l2,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b04,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b04,100264,100264,100264,90264,90264,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b04__hamp_train,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b04,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b04,100264,100264,100264,90264,90264,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b04__dp_qml,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b04,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b05,100265,100265,100265,90265,90265,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b05__none,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b05,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b05,100265,100265,100265,90265,90265,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b05__l2,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b05,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b05,100265,100265,100265,90265,90265,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b05__hamp_train,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b05,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b05,100265,100265,100265,90265,90265,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b05__dp_qml,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b05,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b06,100266,100266,100266,90266,90266,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b06__none,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b06,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b06,100266,100266,100266,90266,90266,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b06__l2,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b06,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b06,100266,100266,100266,90266,90266,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b06__hamp_train,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b06,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b06,100266,100266,100266,90266,90266,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b06__dp_qml,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b06,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b07,100267,100267,100267,90267,90267,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b07__none,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b07,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b07,100267,100267,100267,90267,90267,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b07__l2,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b07,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b07,100267,100267,100267,90267,90267,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b07__hamp_train,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b07,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b07,100267,100267,100267,90267,90267,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b07__dp_qml,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b07,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b08,100268,100268,100268,90268,90268,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__none,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b08,100268,100268,100268,90268,90268,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__l2,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b08,100268,100268,100268,90268,90268,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__hamp_train,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b08,100268,100268,100268,90268,90268,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08__dp_qml,repetition,eff_su2_r5_d6,eff_su2,cx,5,6,1.0,repetition,pets_credit_three_regime_v2,PETSV2_CREDIT_repetition_eff_su2_r5_d6_b08,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b01,100261,100261,100261,90261,90261,PETSV2_CREDIT_stress_zz_r5_d6_b01__none,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b01,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b01,100261,100261,100261,90261,90261,PETSV2_CREDIT_stress_zz_r5_d6_b01__l2,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b01,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b01,100261,100261,100261,90261,90261,PETSV2_CREDIT_stress_zz_r5_d6_b01__hamp_train,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b01,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b01,100261,100261,100261,90261,90261,PETSV2_CREDIT_stress_zz_r5_d6_b01__dp_qml,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b01,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b02,100262,100262,100262,90262,90262,PETSV2_CREDIT_stress_zz_r5_d6_b02__none,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b02,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b02,100262,100262,100262,90262,90262,PETSV2_CREDIT_stress_zz_r5_d6_b02__l2,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b02,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b02,100262,100262,100262,90262,90262,PETSV2_CREDIT_stress_zz_r5_d6_b02__hamp_train,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b02,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b02,100262,100262,100262,90262,90262,PETSV2_CREDIT_stress_zz_r5_d6_b02__dp_qml,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b02,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b03,100263,100263,100263,90263,90263,PETSV2_CREDIT_stress_zz_r5_d6_b03__none,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b03,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b03,100263,100263,100263,90263,90263,PETSV2_CREDIT_stress_zz_r5_d6_b03__l2,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b03,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b03,100263,100263,100263,90263,90263,PETSV2_CREDIT_stress_zz_r5_d6_b03__hamp_train,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b03,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b03,100263,100263,100263,90263,90263,PETSV2_CREDIT_stress_zz_r5_d6_b03__dp_qml,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b03,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b04,100264,100264,100264,90264,90264,PETSV2_CREDIT_stress_zz_r5_d6_b04__none,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b04,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b04,100264,100264,100264,90264,90264,PETSV2_CREDIT_stress_zz_r5_d6_b04__l2,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b04,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b04,100264,100264,100264,90264,90264,PETSV2_CREDIT_stress_zz_r5_d6_b04__hamp_train,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b04,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b04,100264,100264,100264,90264,90264,PETSV2_CREDIT_stress_zz_r5_d6_b04__dp_qml,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b04,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b05,100265,100265,100265,90265,90265,PETSV2_CREDIT_stress_zz_r5_d6_b05__none,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b05,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b05,100265,100265,100265,90265,90265,PETSV2_CREDIT_stress_zz_r5_d6_b05__l2,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b05,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b05,100265,100265,100265,90265,90265,PETSV2_CREDIT_stress_zz_r5_d6_b05__hamp_train,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b05,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b05,100265,100265,100265,90265,90265,PETSV2_CREDIT_stress_zz_r5_d6_b05__dp_qml,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b05,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b06,100266,100266,100266,90266,90266,PETSV2_CREDIT_stress_zz_r5_d6_b06__none,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b06,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b06,100266,100266,100266,90266,90266,PETSV2_CREDIT_stress_zz_r5_d6_b06__l2,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b06,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b06,100266,100266,100266,90266,90266,PETSV2_CREDIT_stress_zz_r5_d6_b06__hamp_train,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b06,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b06,100266,100266,100266,90266,90266,PETSV2_CREDIT_stress_zz_r5_d6_b06__dp_qml,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b06,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b07,100267,100267,100267,90267,90267,PETSV2_CREDIT_stress_zz_r5_d6_b07__none,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b07,none,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.001,data/credit_default/credit_default.csv.gz,6,petsv2_b07,100267,100267,100267,90267,90267,PETSV2_CREDIT_stress_zz_r5_d6_b07__l2,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b07,l2,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b07,100267,100267,100267,90267,90267,PETSV2_CREDIT_stress_zz_r5_d6_b07__hamp_train,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b07,hamp_train,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
petsv2_credit_confirmatory_training,credit_default,qnn,-1,6,wrap,linear,linear,crz,False,200,200,2000,16,100,False,0.05,0.0,data/credit_default/credit_default.csv.gz,6,petsv2_b07,100267,100267,100267,90267,90267,PETSV2_CREDIT_stress_zz_r5_d6_b07__dp_qml,stress,zz_r5_d6,zz,,5,6,1.0,stress,pets_credit_three_regime_v2,PETSV2_CREDIT_stress_zz_r5_d6_b07,dp_qml,0.95,0.001,64.0,,1.0,1e-05,rmsprop,32,30,0.05,none,unweighted_nll,watkins_faithful_core_v2,literature_schedule_primary
