Attack,Mode,Queries,Shots/query,Contrast,Feature map,Noise change in AUC effect ± SD [95% CI],Model-seed blocks
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"-0.004 ± 0.006 [-0.008, 0.003]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"-0.007 ± 0.007 [-0.015, -0.002]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.020 ± 0.009 [-0.025, -0.009]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.058 ± 0.017 [-0.078, -0.048]",3
loss,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"-0.003 ± 0.003 [-0.007, -0.001]",3
loss,noisy_shot,1,512,depth_main_6_minus_2,z,"-0.015 ± 0.001 [-0.016, -0.013]",3
loss,noisy_shot,1,512,depth_main_6_minus_2,zz,"-0.031 ± 0.010 [-0.042, -0.023]",3
loss,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"-0.004 ± 0.003 [-0.007, -0.002]",3
loss,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"-0.043 ± 0.012 [-0.057, -0.033]",3
loss,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.039 ± 0.011 [-0.050, -0.029]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"-0.007 ± 0.003 [-0.010, -0.005]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.000 ± 0.003 [-0.003, 0.003]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"-0.044 ± 0.010 [-0.055, -0.038]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"-0.017 ± 0.006 [-0.021, -0.010]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.009 ± 0.015 [-0.019, 0.008]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.099 ± 0.016 [-0.109, -0.080]",3
loss,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"-0.009 ± 0.007 [-0.016, -0.003]",3
loss,noisy_shot,1,512,repetition_by_depth_interaction,z,"-0.009 ± 0.016 [-0.020, 0.009]",3
loss,noisy_shot,1,512,repetition_by_depth_interaction,zz,"-0.054 ± 0.015 [-0.070, -0.041]",3
loss,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"-0.012 ± 0.003 [-0.015, -0.009]",3
loss,noisy_shot,1,512,repetition_main_5_minus_1,z,"-0.005 ± 0.008 [-0.011, 0.004]",3
loss,noisy_shot,1,512,repetition_main_5_minus_1,zz,"-0.071 ± 0.011 [-0.081, -0.059]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"-0.002 ± 0.008 [-0.011, 0.006]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,"-0.005 ± 0.004 [-0.009, -0.001]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,"-0.004 ± 0.004 [-0.008, -0.001]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.005 ± 0.001 [0.004, 0.007]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,"0.001 ± 0.002 [-0.001, 0.002]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.010 ± 0.007 [-0.016, -0.002]",3
margin,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,"0.002 ± 0.005 [-0.003, 0.006]",3
margin,ideal_shot,1,512,depth_main_6_minus_2,z,"-0.002 ± 0.002 [-0.004, 0.000]",3
margin,ideal_shot,1,512,depth_main_6_minus_2,zz,"-0.007 ± 0.004 [-0.010, -0.002]",3
margin,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"-0.000 ± 0.002 [-0.002, 0.001]",3
margin,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"-0.001 ± 0.004 [-0.004, 0.003]",3
margin,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.001 ± 0.003 [-0.003, 0.002]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"-0.017 ± 0.007 [-0.025, -0.010]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,"-0.005 ± 0.002 [-0.007, -0.004]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.001 ± 0.008 [-0.005, 0.010]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"-0.010 ± 0.001 [-0.011, -0.009]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,"0.001 ± 0.005 [-0.003, 0.007]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.006 ± 0.003 [-0.009, -0.003]",3
margin,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.007 ± 0.007 [0.001, 0.015]",3
margin,ideal_shot,1,512,repetition_by_depth_interaction,z,"0.006 ± 0.005 [0.002, 0.011]",3
margin,ideal_shot,1,512,repetition_by_depth_interaction,zz,"-0.006 ± 0.007 [-0.014, 0.000]",3
margin,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,"-0.013 ± 0.004 [-0.017, -0.009]",3
margin,ideal_shot,1,512,repetition_main_5_minus_1,z,"-0.002 ± 0.003 [-0.004, 0.001]",3
margin,ideal_shot,1,512,repetition_main_5_minus_1,zz,"-0.003 ± 0.005 [-0.007, 0.002]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"-0.004 ± 0.013 [-0.012, 0.011]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"-0.011 ± 0.009 [-0.019, -0.001]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"-0.014 ± 0.002 [-0.016, -0.011]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"-0.001 ± 0.008 [-0.010, 0.005]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.014 ± 0.010 [-0.024, -0.004]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"-0.013 ± 0.050 [-0.068, 0.030]",3
margin,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"-0.002 ± 0.003 [-0.005, 0.000]",3
margin,noisy_shot,1,512,depth_main_6_minus_2,z,"-0.012 ± 0.001 [-0.014, -0.011]",3
margin,noisy_shot,1,512,depth_main_6_minus_2,zz,"-0.014 ± 0.025 [-0.042, 0.007]",3
margin,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"-0.009 ± 0.001 [-0.009, -0.008]",3
margin,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.004 ± 0.025 [-0.025, 0.021]",3
margin,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"0.013 ± 0.025 [-0.016, 0.029]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"-0.019 ± 0.013 [-0.029, -0.004]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"-0.009 ± 0.002 [-0.011, -0.008]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.014 ± 0.045 [-0.031, 0.058]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"-0.016 ± 0.008 [-0.025, -0.009]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.011 ± 0.018 [-0.031, 0.004]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"0.015 ± 0.010 [0.005, 0.024]",3
margin,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.003 ± 0.020 [-0.021, 0.015]",3
margin,noisy_shot,1,512,repetition_by_depth_interaction,z,"-0.002 ± 0.019 [-0.023, 0.015]",3
margin,noisy_shot,1,512,repetition_by_depth_interaction,zz,"0.001 ± 0.050 [-0.053, 0.046]",3
margin,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"-0.017 ± 0.003 [-0.021, -0.014]",3
margin,noisy_shot,1,512,repetition_main_5_minus_1,z,"-0.010 ± 0.009 [-0.020, -0.003]",3
margin,noisy_shot,1,512,repetition_main_5_minus_1,zz,"0.014 ± 0.020 [-0.008, 0.032]",3
