Attack,Mode,Queries,Shots/query,Contrast,Feature map,AUC effect ± SD [95% CI],Model-seed blocks
learned_mlp_pv_plus_stats,exact,0,0,repetition_by_depth_interaction,eff_su2,"0.046 ± 0.028 [0.026, 0.078]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_by_depth_interaction,z,"0.000 ± 0.019 [-0.019, 0.019]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_by_depth_interaction,zz,"0.049 ± 0.037 [0.013, 0.088]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_main_5_minus_1,eff_su2,"0.054 ± 0.018 [0.036, 0.070]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_main_5_minus_1,z,"0.096 ± 0.015 [0.079, 0.106]",3
learned_mlp_pv_plus_stats,exact,0,0,repetition_main_5_minus_1,zz,"0.037 ± 0.019 [0.024, 0.058]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"-0.001 ± 0.016 [-0.019, 0.009]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.053 ± 0.016 [0.040, 0.070]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.051 ± 0.044 [0.001, 0.083]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.037 ± 0.027 [0.014, 0.067]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,"0.050 ± 0.014 [0.034, 0.061]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,"0.124 ± 0.009 [0.114, 0.129]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,"0.018 ± 0.020 [-0.002, 0.038]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_main_6_minus_2,z,"0.051 ± 0.001 [0.050, 0.052]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,depth_main_6_minus_2,zz,"0.087 ± 0.026 [0.057, 0.106]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.043 ± 0.010 [0.036, 0.055]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.067 ± 0.004 [0.063, 0.070]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,"0.024 ± 0.009 [0.015, 0.033]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.025 ± 0.006 [0.018, 0.030]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.099 ± 0.033 [0.080, 0.137]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.013 ± 0.033 [-0.024, 0.037]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.062 ± 0.016 [0.046, 0.078]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,"0.096 ± 0.009 [0.086, 0.102]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,"0.086 ± 0.003 [0.084, 0.089]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.037 ± 0.020 [0.020, 0.059]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_by_depth_interaction,z,"-0.003 ± 0.030 [-0.037, 0.021]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_by_depth_interaction,zz,"0.073 ± 0.035 [0.046, 0.113]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.043 ± 0.007 [0.036, 0.048]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_main_5_minus_1,z,"0.098 ± 0.018 [0.083, 0.119]",3
learned_mlp_pv_plus_stats,ideal_shot,1,512,repetition_main_5_minus_1,zz,"0.050 ± 0.015 [0.032, 0.060]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.001 ± 0.012 [-0.010, 0.014]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.054 ± 0.007 [0.045, 0.059]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.029 ± 0.033 [-0.008, 0.053]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.026 ± 0.031 [0.008, 0.062]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"0.027 ± 0.006 [0.020, 0.031]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"0.006 ± 0.027 [-0.025, 0.023]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"0.014 ± 0.011 [0.005, 0.026]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_main_6_minus_2,z,"0.040 ± 0.007 [0.033, 0.045]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,depth_main_6_minus_2,zz,"0.018 ± 0.016 [0.007, 0.036]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.037 ± 0.005 [0.031, 0.042]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.012 ± 0.008 [0.004, 0.021]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.025 ± 0.003 [-0.027, -0.021]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.019 ± 0.014 [0.003, 0.028]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.099 ± 0.018 [0.081, 0.117]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"-0.021 ± 0.033 [-0.053, 0.013]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.044 ± 0.028 [0.021, 0.075]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"0.072 ± 0.019 [0.053, 0.092]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.045 ± 0.021 [-0.057, -0.021]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.025 ± 0.042 [-0.006, 0.072]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_by_depth_interaction,z,"-0.027 ± 0.002 [-0.028, -0.025]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_by_depth_interaction,zz,"-0.024 ± 0.051 [-0.068, 0.032]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.031 ± 0.007 [0.024, 0.039]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_main_5_minus_1,z,"0.085 ± 0.019 [0.067, 0.104]",3
learned_mlp_pv_plus_stats,noisy_shot,1,512,repetition_main_5_minus_1,zz,"-0.033 ± 0.010 [-0.040, -0.022]",3
loss,exact,0,0,depth_6_minus_2_at_repetition1,eff_su2,"0.007 ± 0.008 [0.000, 0.016]",3
loss,exact,0,0,depth_6_minus_2_at_repetition1,z,"0.057 ± 0.002 [0.055, 0.060]",3
loss,exact,0,0,depth_6_minus_2_at_repetition1,zz,"0.042 ± 0.016 [0.031, 0.060]",3
loss,exact,0,0,depth_6_minus_2_at_repetition5,eff_su2,"0.032 ± 0.023 [0.005, 0.046]",3
loss,exact,0,0,depth_6_minus_2_at_repetition5,z,"0.039 ± 0.021 [0.016, 0.058]",3
loss,exact,0,0,depth_6_minus_2_at_repetition5,zz,"0.078 ± 0.011 [0.068, 0.090]",3
loss,exact,0,0,depth_main_6_minus_2,eff_su2,"0.019 ± 0.014 [0.003, 0.031]",3
loss,exact,0,0,depth_main_6_minus_2,z,"0.048 ± 0.010 [0.038, 0.058]",3
loss,exact,0,0,depth_main_6_minus_2,zz,"0.060 ± 0.006 [0.053, 0.064]",3
loss,exact,0,0,feature_z_minus_eff_su2,paired_feature_maps,"0.057 ± 0.014 [0.045, 0.072]",3
loss,exact,0,0,feature_zz_minus_eff_su2,paired_feature_maps,"0.052 ± 0.013 [0.041, 0.066]",3
loss,exact,0,0,feature_zz_minus_z,paired_feature_maps,"-0.006 ± 0.002 [-0.008, -0.003]",3
loss,exact,0,0,repetition_5_minus_1_at_depth2,eff_su2,"0.041 ± 0.010 [0.029, 0.048]",3
loss,exact,0,0,repetition_5_minus_1_at_depth2,z,"0.104 ± 0.017 [0.090, 0.123]",3
loss,exact,0,0,repetition_5_minus_1_at_depth2,zz,"0.039 ± 0.033 [0.010, 0.076]",3
loss,exact,0,0,repetition_5_minus_1_at_depth6,eff_su2,"0.066 ± 0.014 [0.051, 0.078]",3
loss,exact,0,0,repetition_5_minus_1_at_depth6,z,"0.086 ± 0.012 [0.078, 0.100]",3
loss,exact,0,0,repetition_5_minus_1_at_depth6,zz,"0.075 ± 0.017 [0.055, 0.086]",3
loss,exact,0,0,repetition_by_depth_interaction,eff_su2,"0.025 ± 0.018 [0.005, 0.041]",3
loss,exact,0,0,repetition_by_depth_interaction,z,"-0.018 ± 0.023 [-0.044, 0.001]",3
loss,exact,0,0,repetition_by_depth_interaction,zz,"0.035 ± 0.025 [0.007, 0.054]",3
loss,exact,0,0,repetition_main_5_minus_1,eff_su2,"0.054 ± 0.008 [0.048, 0.063]",3
loss,exact,0,0,repetition_main_5_minus_1,z,"0.095 ± 0.010 [0.084, 0.102]",3
loss,exact,0,0,repetition_main_5_minus_1,zz,"0.057 ± 0.024 [0.033, 0.080]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.004 ± 0.006 [-0.000, 0.011]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.054 ± 0.004 [0.050, 0.058]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.045 ± 0.019 [0.030, 0.066]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.033 ± 0.021 [0.009, 0.047]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,"0.034 ± 0.019 [0.015, 0.054]",3
loss,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,"0.073 ± 0.012 [0.062, 0.085]",3
loss,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,"0.018 ± 0.012 [0.004, 0.027]",3
loss,ideal_shot,1,512,depth_main_6_minus_2,z,"0.044 ± 0.009 [0.036, 0.054]",3
loss,ideal_shot,1,512,depth_main_6_minus_2,zz,"0.059 ± 0.007 [0.051, 0.064]",3
loss,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.056 ± 0.012 [0.045, 0.069]",3
loss,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.049 ± 0.011 [0.040, 0.061]",3
loss,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.007 ± 0.002 [-0.010, -0.005]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.033 ± 0.008 [0.024, 0.039]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.103 ± 0.015 [0.093, 0.120]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.041 ± 0.037 [0.009, 0.081]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.061 ± 0.016 [0.043, 0.070]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,"0.083 ± 0.010 [0.077, 0.094]",3
loss,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,"0.070 ± 0.017 [0.050, 0.082]",3
loss,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.029 ± 0.019 [0.009, 0.046]",3
loss,ideal_shot,1,512,repetition_by_depth_interaction,z,"-0.020 ± 0.021 [-0.043, -0.001]",3
loss,ideal_shot,1,512,repetition_by_depth_interaction,zz,"0.029 ± 0.028 [-0.004, 0.048]",3
loss,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.047 ± 0.008 [0.039, 0.055]",3
loss,ideal_shot,1,512,repetition_main_5_minus_1,z,"0.093 ± 0.007 [0.085, 0.099]",3
loss,ideal_shot,1,512,repetition_main_5_minus_1,zz,"0.056 ± 0.025 [0.029, 0.079]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.008 ± 0.007 [0.004, 0.017]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.047 ± 0.005 [0.042, 0.050]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.038 ± 0.022 [0.023, 0.064]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.024 ± 0.022 [0.000, 0.042]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"0.019 ± 0.013 [0.007, 0.033]",3
loss,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"0.019 ± 0.007 [0.012, 0.027]",3
loss,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"0.016 ± 0.012 [0.002, 0.024]",3
loss,noisy_shot,1,512,depth_main_6_minus_2,z,"0.033 ± 0.008 [0.025, 0.041]",3
loss,noisy_shot,1,512,depth_main_6_minus_2,zz,"0.029 ± 0.011 [0.020, 0.042]",3
loss,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"0.053 ± 0.012 [0.041, 0.065]",3
loss,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"0.009 ± 0.001 [0.008, 0.010]",3
loss,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"-0.045 ± 0.012 [-0.056, -0.032]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.033 ± 0.011 [0.022, 0.043]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.104 ± 0.016 [0.094, 0.123]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"-0.005 ± 0.024 [-0.028, 0.021]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.049 ± 0.015 [0.032, 0.060]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"0.076 ± 0.014 [0.061, 0.088]",3
loss,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.024 ± 0.001 [-0.025, -0.023]",3
loss,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.016 ± 0.021 [-0.004, 0.038]",3
loss,noisy_shot,1,512,repetition_by_depth_interaction,z,"-0.028 ± 0.010 [-0.035, -0.016]",3
loss,noisy_shot,1,512,repetition_by_depth_interaction,zz,"-0.019 ± 0.024 [-0.044, 0.003]",3
loss,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.041 ± 0.008 [0.034, 0.050]",3
loss,noisy_shot,1,512,repetition_main_5_minus_1,z,"0.090 ± 0.014 [0.077, 0.105]",3
loss,noisy_shot,1,512,repetition_main_5_minus_1,zz,"-0.014 ± 0.013 [-0.026, -0.001]",3
margin,exact,0,0,depth_6_minus_2_at_repetition1,eff_su2,"0.006 ± 0.014 [-0.009, 0.018]",3
margin,exact,0,0,depth_6_minus_2_at_repetition1,z,"0.058 ± 0.016 [0.040, 0.069]",3
margin,exact,0,0,depth_6_minus_2_at_repetition1,zz,"0.040 ± 0.010 [0.029, 0.047]",3
margin,exact,0,0,depth_6_minus_2_at_repetition5,eff_su2,"0.030 ± 0.023 [0.004, 0.047]",3
margin,exact,0,0,depth_6_minus_2_at_repetition5,z,"0.006 ± 0.016 [-0.009, 0.024]",3
margin,exact,0,0,depth_6_minus_2_at_repetition5,zz,"0.014 ± 0.042 [-0.023, 0.060]",3
margin,exact,0,0,depth_main_6_minus_2,eff_su2,"0.018 ± 0.009 [0.011, 0.028]",3
margin,exact,0,0,depth_main_6_minus_2,z,"0.032 ± 0.013 [0.022, 0.046]",3
margin,exact,0,0,depth_main_6_minus_2,zz,"0.027 ± 0.017 [0.011, 0.045]",3
margin,exact,0,0,feature_z_minus_eff_su2,paired_feature_maps,"-0.008 ± 0.010 [-0.014, 0.004]",3
margin,exact,0,0,feature_zz_minus_eff_su2,paired_feature_maps,"-0.005 ± 0.021 [-0.018, 0.019]",3
margin,exact,0,0,feature_zz_minus_z,paired_feature_maps,"0.003 ± 0.011 [-0.003, 0.015]",3
margin,exact,0,0,repetition_5_minus_1_at_depth2,eff_su2,"0.026 ± 0.021 [0.008, 0.049]",3
margin,exact,0,0,repetition_5_minus_1_at_depth2,z,"0.025 ± 0.015 [0.013, 0.042]",3
margin,exact,0,0,repetition_5_minus_1_at_depth2,zz,"0.008 ± 0.040 [-0.025, 0.053]",3
margin,exact,0,0,repetition_5_minus_1_at_depth6,eff_su2,"0.050 ± 0.013 [0.035, 0.060]",3
margin,exact,0,0,repetition_5_minus_1_at_depth6,z,"-0.026 ± 0.033 [-0.060, 0.006]",3
margin,exact,0,0,repetition_5_minus_1_at_depth6,zz,"-0.018 ± 0.026 [-0.047, 0.006]",3
margin,exact,0,0,repetition_by_depth_interaction,eff_su2,"0.023 ± 0.033 [-0.014, 0.046]",3
margin,exact,0,0,repetition_by_depth_interaction,z,"-0.052 ± 0.020 [-0.074, -0.036]",3
margin,exact,0,0,repetition_by_depth_interaction,zz,"-0.027 ± 0.051 [-0.067, 0.031]",3
margin,exact,0,0,repetition_main_5_minus_1,eff_su2,"0.038 ± 0.006 [0.031, 0.042]",3
margin,exact,0,0,repetition_main_5_minus_1,z,"-0.000 ± 0.024 [-0.024, 0.024]",3
margin,exact,0,0,repetition_main_5_minus_1,zz,"-0.005 ± 0.023 [-0.025, 0.019]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.005 ± 0.006 [-0.003, 0.009]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.053 ± 0.012 [0.040, 0.062]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.037 ± 0.013 [0.021, 0.045]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.035 ± 0.023 [0.008, 0.052]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition5,z,"0.007 ± 0.015 [-0.006, 0.023]",3
margin,ideal_shot,1,512,depth_6_minus_2_at_repetition5,zz,"0.004 ± 0.043 [-0.038, 0.048]",3
margin,ideal_shot,1,512,depth_main_6_minus_2,eff_su2,"0.020 ± 0.011 [0.008, 0.030]",3
margin,ideal_shot,1,512,depth_main_6_minus_2,z,"0.030 ± 0.011 [0.022, 0.043]",3
margin,ideal_shot,1,512,depth_main_6_minus_2,zz,"0.020 ± 0.017 [0.002, 0.035]",3
margin,ideal_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"-0.008 ± 0.009 [-0.014, 0.002]",3
margin,ideal_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"-0.007 ± 0.019 [-0.020, 0.015]",3
margin,ideal_shot,1,512,feature_zz_minus_z,paired_feature_maps,"0.002 ± 0.010 [-0.006, 0.013]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.010 ± 0.014 [-0.002, 0.025]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.020 ± 0.015 [0.009, 0.037]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.009 ± 0.048 [-0.030, 0.063]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.040 ± 0.012 [0.026, 0.049]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.025 ± 0.028 [-0.053, 0.003]",3
margin,ideal_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.024 ± 0.024 [-0.050, -0.003]",3
margin,ideal_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.030 ± 0.025 [0.001, 0.047]",3
margin,ideal_shot,1,512,repetition_by_depth_interaction,z,"-0.045 ± 0.015 [-0.062, -0.034]",3
margin,ideal_shot,1,512,repetition_by_depth_interaction,zz,"-0.033 ± 0.055 [-0.082, 0.027]",3
margin,ideal_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.025 ± 0.003 [0.022, 0.027]",3
margin,ideal_shot,1,512,repetition_main_5_minus_1,z,"-0.003 ± 0.021 [-0.022, 0.020]",3
margin,ideal_shot,1,512,repetition_main_5_minus_1,zz,"-0.008 ± 0.026 [-0.028, 0.022]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition1,eff_su2,"0.003 ± 0.003 [-0.000, 0.006]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition1,z,"0.047 ± 0.006 [0.039, 0.051]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition1,zz,"0.026 ± 0.011 [0.014, 0.036]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition5,eff_su2,"0.029 ± 0.023 [0.007, 0.052]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition5,z,"-0.007 ± 0.024 [-0.022, 0.020]",3
margin,noisy_shot,1,512,depth_6_minus_2_at_repetition5,zz,"0.000 ± 0.008 [-0.008, 0.007]",3
margin,noisy_shot,1,512,depth_main_6_minus_2,eff_su2,"0.016 ± 0.010 [0.006, 0.026]",3
margin,noisy_shot,1,512,depth_main_6_minus_2,z,"0.020 ± 0.013 [0.010, 0.035]",3
margin,noisy_shot,1,512,depth_main_6_minus_2,zz,"0.013 ± 0.009 [0.003, 0.019]",3
margin,noisy_shot,1,512,feature_z_minus_eff_su2,paired_feature_maps,"-0.017 ± 0.010 [-0.024, -0.006]",3
margin,noisy_shot,1,512,feature_zz_minus_eff_su2,paired_feature_maps,"-0.001 ± 0.005 [-0.006, 0.003]",3
margin,noisy_shot,1,512,feature_zz_minus_z,paired_feature_maps,"0.016 ± 0.014 [-0.000, 0.026]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth2,eff_su2,"0.008 ± 0.012 [-0.002, 0.021]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth2,z,"0.016 ± 0.015 [0.005, 0.034]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth2,zz,"0.022 ± 0.011 [0.010, 0.033]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth6,eff_su2,"0.034 ± 0.015 [0.021, 0.051]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth6,z,"-0.038 ± 0.026 [-0.068, -0.020]",3
margin,noisy_shot,1,512,repetition_5_minus_1_at_depth6,zz,"-0.004 ± 0.017 [-0.023, 0.011]",3
margin,noisy_shot,1,512,repetition_by_depth_interaction,eff_su2,"0.026 ± 0.026 [0.000, 0.052]",3
margin,noisy_shot,1,512,repetition_by_depth_interaction,z,"-0.054 ± 0.022 [-0.073, -0.029]",3
margin,noisy_shot,1,512,repetition_by_depth_interaction,zz,"-0.026 ± 0.006 [-0.033, -0.022]",3
margin,noisy_shot,1,512,repetition_main_5_minus_1,eff_su2,"0.021 ± 0.004 [0.017, 0.024]",3
margin,noisy_shot,1,512,repetition_main_5_minus_1,z,"-0.011 ± 0.018 [-0.031, 0.004]",3
margin,noisy_shot,1,512,repetition_main_5_minus_1,zz,"0.009 ± 0.014 [-0.006, 0.022]",3
